国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
GBR,2012,GAR,0,12541,845,48,13,0.0,0.0015105740181268882,0.054380664652567974,24,0,0.0,0,1,7
GBR,2012,VBV,0,12541,117,5,3,0.04,0.04,0.16,0,0,0.0,1,0,0
GBR,2012,GRY,0,12541,92,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,WPO,0,12541,237,24,2,0.36486486486486486,0.0,0.013513513513513514,0,0,0.0,0,0,0
GBR,2012,EVE,0,12541,134,10,2,0.12264150943396226,0.1792452830188679,0.12264150943396226,14,6,0.0,0,5,0
GBR,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,WLF,0,12541,252,5,5,0.008620689655172414,0.02586206896551724,0.02586206896551724,0,0,0.0,0,0,0
GBR,2012,CSL,0,12541,84,5,4,0.0,0.0975609756097561,0.024390243902439025,8,0,0.0,2,2,0
GBR,2012,ARC,0,12541,197,12,4,0.0196078431372549,0.0196078431372549,0.08823529411764706,5,0,0.0,0,0,0
GBR,2012,TKW,0,12541,128,4,4,0.0,0.0,0.1111111111111111,3,0,0.0,1,0,1
GBR,2012,MTB,0,12541,77,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,2012,MPN,0,12541,72,4,2,0.05063291139240506,0.012658227848101266,0.06329113924050633,6,0,0.0,0,1,0
GBR,2012,BMX,0,12541,48,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,WPO,0,12541,237,12,1,0.0,0.08666666666666667,0.0,21,0,0.0,0,0,0
GRE,2012,VBV,0,12541,117,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,ATH,0,12541,2246,25,22,0.016166281755196306,0.03233256351039261,0.03464203233256351,82,0,0.0,0,0,0
GRE,2012,SAL,0,12541,340,11,8,0.057692307692307696,0.019230769230769232,0.057692307692307696,26,12,0.0,0,0,0
GRE,2012,JUD,0,12541,384,2,2,0.058823529411764705,0.0,0.0,11,0,0.0,0,0,1
GRE,2012,SWM,0,12541,1530,19,15,0.006993006993006993,0.02097902097902098,0.013986013986013986,0,0,0.0,0,0,0
GRE,2012,GRY,0,12541,92,5,1,0.0,0.0,0.23076923076923078,0,0,0.0,0,0,0
GRE,2012,SHO,0,12541,559,3,2,0.018050541516245487,0.039711191335740074,0.02527075812274368,0,0,0.0,0,0,0
GRE,2012,ROW,0,12541,538,8,4,0.1349206349206349,0.21428571428571427,0.07142857142857142,9,5,0.0,0,0,2
GRE,2012,TTE,0,12541,233,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,MTB,0,12541,77,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,WLF,0,12541,252,1,1,0.09210526315789473,0.06578947368421052,0.05263157894736842,10,0,0.0,0,0,0
GRE,2012,GAR,0,12541,845,7,6,0.05,0.02,0.04,17,0,0.0,0,0,0
GRE,2012,WRF,0,12541,204,2,2,0.0,0.0,0.04,0,0,0.0,0,0,0
GRE,2012,TKW,0,12541,128,1,1,0.1,0.3,0.0,7,0,0.0,0,0,0
GRE,2012,DIV,0,12541,181,1,1,0.08695652173913043,0.0,0.0,12,0,0.0,0,0,0
GRE,2012,SWA,0,12541,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,CRD,0,12541,270,1,1,0.05,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,CSL,0,12541,84,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,2012,CTR,0,12541,229,2,2,0.0,0.06818181818181818,0.0,0,0,0.0,0,0,0
GRE,2012,FEN,0,12541,343,1,1,0.030612244897959183,0.061224489795918366,0.030612244897959183,0,0,0.0,0,0,0
GRN,2012,ATH,0,12541,2246,6,6,0.0,0.0,0.0,0,0,0.0,1,0,0
GRN,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,4.0,0,0,0
GRN,2012,TKW,0,12541,128,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,12.0,0,0,0
GUM,2012,SWM,0,12541,1530,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,2012,WRF,0,12541,204,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,2012,MTB,0,12541,77,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,ATH,0,12541,2246,7,4,0.0,0.0,0.0,0,0,0.0,0,1,0
GUA,2012,SAL,0,12541,340,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
GUA,2012,SHO,0,12541,559,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,WLF,0,12541,252,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,MPN,0,12541,72,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,GAR,0,12541,845,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,2012,TKW,0,12541,128,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUI,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GUI,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUI,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBS,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBS,2012,WRF,0,12541,204,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
GUY,2012,ATH,0,12541,2246,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUY,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUY,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HAI,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,8.0,0,0,0
HAI,2012,ATH,0,12541,2246,4,4,0.0,0.03225806451612903,0.0,0,0,4.0,0,0,0
HON,2012,FBL,0,12541,388,11,1,0.0,0.0,0.0,0,0,4.0,0,0,0
HON,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,WRF,0,12541,204,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,SWM,0,12541,1530,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,BOX,0,12541,256,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,FEN,0,12541,343,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,SWM,0,12541,1530,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,MTB,0,12541,77,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,CTR,0,12541,229,3,3,0.0,0.0,0.0,0,0,0.0,0,0,1
HKG,2012,SAL,0,12541,340,2,2,0.03333333333333333,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,ATH,0,12541,2246,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,TTE,0,12541,233,10,4,0.0,0.045454545454545456,0.0,10,0,16.0,0,0,0
HKG,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,ROW,0,12541,538,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,BDM,0,12541,178,4,3,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,GAR,0,12541,845,9,9,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,CRD,0,12541,270,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,2012,WLF,0,12541,252,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,WPO,0,12541,237,22,2,0.47767857142857145,0.12946428571428573,0.16071428571428573,46,22,0.0,0,0,0
HUN,2012,TEN,0,12541,270,4,2,0.0,0.0,0.024390243902439025,0,0,0.0,0,0,0
HUN,2012,WRG,0,12541,135,4,4,0.10457516339869281,0.0718954248366013,0.0718954248366013,10,0,0.0,0,1,1
HUN,2012,ATH,0,12541,2246,18,15,0.018691588785046728,0.028037383177570093,0.04672897196261682,28,0,0.0,1,0,0
HUN,2012,SWM,0,12541,1530,61,32,0.07192575406032482,0.06960556844547564,0.05336426914153132,59,31,0.0,2,0,1
HUN,2012,DIV,0,12541,181,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,SAL,0,12541,340,3,3,0.0,0.0,0.03333333333333333,0,0,0.0,0,0,0
HUN,2012,MTB,0,12541,77,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,GAR,0,12541,845,7,6,0.027941176470588237,0.06764705882352941,0.0661764705882353,0,0,0.0,1,0,0
HUN,2012,SHO,0,12541,559,6,6,0.0319634703196347,0.0136986301369863,0.0319634703196347,9,0,0.0,0,0,0
HUN,2012,JUD,0,12541,384,8,8,0.017241379310344827,0.034482758620689655,0.06896551724137931,0,0,0.0,0,1,1
HUN,2012,HBL,0,12541,307,14,1,0.0,0.0872093023255814,0.1744186046511628,0,0,0.0,0,0,0
HUN,2012,SWA,0,12541,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,CSP,0,12541,326,17,9,0.18627450980392157,0.27450980392156865,0.2107843137254902,42,21,0.0,7,6,1
HUN,2012,BOX,0,12541,256,3,3,0.08888888888888889,0.022222222222222223,0.08888888888888889,0,0,0.0,0,0,0
HUN,2012,WRF,0,12541,204,3,3,0.03,0.04,0.07,0,0,0.0,0,0,1
HUN,2012,ROW,0,12541,538,4,2,0.0,0.024096385542168676,0.024096385542168676,0,0,0.0,0,0,0
HUN,2012,FEN,0,12541,343,4,4,0.22075055187637968,0.13024282560706402,0.152317880794702,39,0,0.0,1,0,0
HUN,2012,MPN,0,12541,72,4,2,0.265625,0.1875,0.125,4,0,0.0,0,0,1
HUN,2012,TRI,0,12541,109,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,CRD,0,12541,270,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,2012,WLF,0,12541,252,1,1,0.02197802197802198,0.0989010989010989,0.0989010989010989,7,0,0.0,0,0,0
HUN,2012,TTE,0,12541,233,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ISL,2012,SWM,0,12541,1530,15,12,0.0,0.0,0.0,0,0,0.0,0,0,0
ISL,2012,HBL,0,12541,307,11,1,0.0,0.2153846153846154,0.0,10,10,0.0,0,0,0
ISL,2012,ATH,0,12541,2246,3,3,0.0,0.013157894736842105,0.013157894736842105,0,0,0.0,0,0,0
ISL,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ISL,2012,JUD,0,12541,384,1,1,0.0,0.0,0.07692307692307693,0,0,0.0,0,0,0
ISL,2012,SHO,0,12541,559,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,ATH,0,12541,2246,14,11,0.0,0.012422360248447204,0.0,0,0,0.0,0,0,0
IND,2012,ARC,0,12541,197,12,4,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,BOX,0,12541,256,7,7,0.0,0.0,0.027777777777777776,4,0,0.0,0,0,1
IND,2012,SHO,0,12541,559,15,10,0.017241379310344827,0.017241379310344827,0.0,21,0,4.0,0,1,1
IND,2012,TEN,0,12541,270,10,4,0.0,0.0,0.03225806451612903,0,0,0.0,0,0,0
IND,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,HOC,0,12541,341,15,1,0.6467661691542289,0.06467661691542288,0.14925373134328357,0,0,0.0,0,0,0
IND,2012,TTE,0,12541,233,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,BDM,0,12541,178,6,4,0.0,0.0,0.0,0,0,0.0,0,0,1
IND,2012,WRF,0,12541,204,5,5,0.0,0.0,0.027777777777777776,3,0,0.0,0,1,1
IND,2012,WLF,0,12541,252,2,2,0.0,0.0,0.029411764705882353,0,0,0.0,0,0,0
IND,2012,ROW,0,12541,538,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,VBV,0,12541,117,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IND,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IOA,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IOA,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IOA,2012,SAL,0,12541,340,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
INA,2012,BDM,0,12541,178,9,5,0.15254237288135594,0.15254237288135594,0.13559322033898305,23,12,4.0,0,0,0
INA,2012,WLF,0,12541,252,6,4,0.0,0.06666666666666667,0.13333333333333333,10,5,0.0,0,1,1
INA,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
INA,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
INA,2012,FEN,0,12541,343,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
INA,2012,ARC,0,12541,197,1,1,0.0,0.13043478260869565,0.0,0,0,0.0,0,0,0
INA,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
INA,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,ROW,0,12541,538,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,WRG,0,12541,135,6,6,0.0,0.02127659574468085,0.02127659574468085,0,0,4.0,3,0,0
IRI,2012,FEN,0,12541,343,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,SHO,0,12541,559,6,4,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,TTE,0,12541,233,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,WLF,0,12541,252,6,4,0.06896551724137931,0.05172413793103448,0.08620689655172414,6,0,0.0,1,2,1
IRI,2012,ATH,0,12541,2246,10,10,0.0,0.0,0.0,0,0,0.0,0,1,0
IRI,2012,TKW,0,12541,128,3,3,0.2857142857142857,0.0,0.2857142857142857,5,0,0.0,0,1,0
IRI,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,ARC,0,12541,197,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,WRF,0,12541,204,7,7,0.05102040816326531,0.11224489795918367,0.14285714285714285,12,0,0.0,0,1,2
IRI,2012,BOX,0,12541,256,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,CRD,0,12541,270,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRI,2012,CSP,0,12541,326,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,ATH,0,12541,2246,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
IRQ,2012,BOX,0,12541,256,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,SWM,0,12541,1530,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,ARC,0,12541,197,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,WRG,0,12541,135,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRQ,2012,WLF,0,12541,252,1,1,0.0,0.0,0.058823529411764705,0,0,4.0,0,0,0
IRL,2012,ATH,0,12541,2246,24,16,0.021052631578947368,0.010526315789473684,0.0,0,0,0.0,0,0,0
IRL,2012,BOX,0,12541,256,5,5,0.0125,0.025,0.075,4,4,0.0,1,0,2
IRL,2012,GAR,0,12541,845,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,SAL,0,12541,340,7,5,0.0,0.031746031746031744,0.0,0,0,0.0,0,0,0
IRL,2012,SHO,0,12541,559,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,EVE,0,12541,134,10,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,MPN,0,12541,72,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,CSL,0,12541,84,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,BDM,0,12541,178,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,CTR,0,12541,229,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,CSP,0,12541,326,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,JUD,0,12541,384,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,CRD,0,12541,270,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,SWM,0,12541,1530,7,7,0.04411764705882353,0.0,0.014705882352941176,0,0,0.0,0,0,0
IRL,2012,EDR,0,12541,78,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,TRI,0,12541,109,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
IRL,2012,VBV,0,12541,117,1,1,0.0,0.13333333333333333,0.06666666666666667,0,0,0.0,0,1,0
IRL,2012,EJP,0,12541,132,2,1,0.0,0.0,0.0,0,0,0.0,0,0,1
IRL,2012,ROW,0,12541,538,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,GAR,0,12541,845,17,11,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,JUD,0,12541,384,5,5,0.0,0.05263157894736842,0.10526315789473684,4,0,0.0,0,0,0
ISR,2012,SWM,0,12541,1530,9,9,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,GRY,0,12541,92,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,SAL,0,12541,340,7,5,0.02857142857142857,0.0,0.05714285714285714,12,0,0.0,0,0,0
ISR,2012,TEN,0,12541,270,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,SWA,0,12541,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,SHO,0,12541,559,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,ATH,0,12541,2246,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
ISR,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,ATH,0,12541,2246,36,23,0.025333333333333333,0.024,0.04533333333333334,76,42,0.0,0,0,1
ITA,2012,WPO,0,12541,237,24,2,0.215962441314554,0.051643192488262914,0.11267605633802817,22,0,0.0,0,13,0
ITA,2012,ROW,0,12541,538,20,7,0.12558139534883722,0.1372093023255814,0.14418604651162792,47,18,0.0,0,2,0
ITA,2012,BDM,0,12541,178,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,GAR,0,12541,845,49,13,0.09431345353675451,0.024965325936199722,0.030513176144244106,30,0,0.0,0,0,1
ITA,2012,VVO,0,12541,268,22,2,0.0,0.17266187050359713,0.17266187050359713,21,0,0.0,0,0,12
ITA,2012,FEN,0,12541,343,31,10,0.27011494252873564,0.24521072796934865,0.12835249042145594,35,21,0.0,9,2,5
ITA,2012,CRD,0,12541,270,12,4,0.1111111111111111,0.10457516339869281,0.032679738562091505,17,0,0.0,0,0,0
ITA,2012,SWM,0,12541,1530,52,28,0.008948545861297539,0.008948545861297539,0.03131991051454139,80,41,0.0,0,0,1
ITA,2012,JUD,0,12541,384,9,9,0.05084745762711865,0.05084745762711865,0.1016949152542373,17,0,0.0,0,0,1
ITA,2012,DIV,0,12541,181,10,5,0.04285714285714286,0.05714285714285714,0.02857142857142857,0,0,0.0,0,0,0
ITA,2012,CSP,0,12541,326,3,3,0.05128205128205128,0.07692307692307693,0.042735042735042736,21,15,0.0,0,0,0
ITA,2012,MPN,0,12541,72,4,2,0.0547945205479452,0.0547945205479452,0.0684931506849315,0,0,0.0,0,0,0
ITA,2012,SAL,0,12541,340,10,8,0.047872340425531915,0.02127659574468085,0.06914893617021277,32,15,0.0,0,0,0
ITA,2012,GRY,0,12541,92,7,2,0.0,0.18181818181818182,0.0,7,0,0.0,0,0,6
ITA,2012,TTE,0,12541,233,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,TEN,0,12541,270,13,5,0.0,0.0,0.015384615384615385,0,0,0.0,0,0,0
ITA,2012,EVE,0,12541,134,2,1,0.05454545454545454,0.07272727272727272,0.045454545454545456,0,0,0.0,0,0,0
ITA,2012,SHO,0,12541,559,22,12,0.04065040650406504,0.04065040650406504,0.044715447154471545,33,18,0.0,2,3,0
ITA,2012,BOX,0,12541,256,6,6,0.08633093525179857,0.07913669064748201,0.11510791366906475,11,5,0.0,0,2,1
ITA,2012,CSL,0,12541,84,5,4,0.047619047619047616,0.0,0.047619047619047616,0,0,0.0,1,0,0
ITA,2012,GTR,0,12541,32,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,VBV,0,12541,117,5,3,0.1111111111111111,0.07407407407407407,0.0,0,0,0.0,0,0,0
ITA,2012,BMX,0,12541,48,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,TRI,0,12541,109,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,MTB,0,12541,77,3,2,0.15384615384615385,0.0,0.0,0,0,0.0,0,0,1
ITA,2012,ARC,0,12541,197,12,4,0.01694915254237288,0.1016949152542373,0.0847457627118644,16,9,0.0,3,0,0
ITA,2012,SWA,0,12541,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,TKW,0,12541,128,2,2,0.0,0.1111111111111111,0.0,3,0,0.0,1,0,1
ITA,2012,WLF,0,12541,252,1,1,0.056179775280898875,0.056179775280898875,0.056179775280898875,0,0,0.0,0,0,0
ITA,2012,WRG,0,12541,135,1,1,0.058823529411764705,0.0392156862745098,0.08823529411764706,2,0,0.0,0,0,0
ITA,2012,EDR,0,12541,78,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,2012,CTR,0,12541,229,1,1,0.2840909090909091,0.10227272727272728,0.07386363636363637,0,0,0.0,0,0,0
JAM,2012,EVE,0,12541,134,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JAM,2012,SWM,0,12541,1530,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
JAM,2012,ATH,0,12541,2246,54,20,0.06484641638225255,0.16723549488054607,0.11262798634812286,62,36,0.0,8,9,8
JAM,2012,TKW,0,12541,128,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,ATH,0,12541,2246,56,27,0.01348747591522158,0.02119460500963391,0.01348747591522158,81,42,0.0,0,0,1
JPN,2012,TRI,0,12541,109,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,SWA,0,12541,115,11,2,0.0,0.4230769230769231,0.38461538461538464,19,8,0.0,0,0,0
JPN,2012,HOC,0,12541,341,16,1,0.0,0.12087912087912088,0.0,0,0,0.0,0,0,0
JPN,2012,JUD,0,12541,384,14,14,0.35714285714285715,0.15306122448979592,0.15306122448979592,28,14,0.0,1,3,3
JPN,2012,FBL,0,12541,388,34,2,0.0,0.0,0.10256410256410256,0,0,0.0,0,18,0
JPN,2012,VVO,0,12541,268,12,1,0.1945945945945946,0.17297297297297298,0.11351351351351352,0,0,0.0,0,0,12
JPN,2012,CRD,0,12541,270,4,3,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,VBV,0,12541,117,3,2,0.038461538461538464,0.0,0.038461538461538464,0,0,0.0,0,0,1
JPN,2012,FEN,0,12541,343,16,6,0.0,0.00847457627118644,0.0,7,0,0.0,0,4,0
JPN,2012,SAL,0,12541,340,7,6,0.0,0.02531645569620253,0.02531645569620253,9,0,0.0,0,0,0
JPN,2012,SWM,0,12541,1530,52,27,0.05128205128205128,0.0611439842209073,0.07692307692307693,78,45,0.0,0,6,11
JPN,2012,WRG,0,12541,135,4,4,0.04597701149425287,0.05747126436781609,0.022988505747126436,0,0,0.0,0,0,1
JPN,2012,GRY,0,12541,92,5,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,TTE,0,12541,233,10,4,0.0,0.0,0.0,0,0,0.0,0,3,0
JPN,2012,ROW,0,12541,538,5,3,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,ARC,0,12541,197,12,4,0.0,0.03278688524590164,0.01639344262295082,11,0,0.0,0,1,3
JPN,2012,TKW,0,12541,128,2,2,0.0,0.0,0.25,0,0,0.0,0,0,0
JPN,2012,WRF,0,12541,204,9,9,0.17857142857142858,0.10714285714285714,0.11607142857142858,13,5,0.0,4,0,1
JPN,2012,CSL,0,12541,84,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,EDR,0,12541,78,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,BDM,0,12541,178,10,5,0.0,0.0,0.0,0,0,4.0,0,2,0
JPN,2012,GTR,0,12541,32,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,TEN,0,12541,270,5,2,0.0,0.06818181818181818,0.0,0,0,0.0,0,0,0
JPN,2012,MTB,0,12541,77,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,GAR,0,12541,845,45,13,0.08630952380952381,0.06101190476190476,0.07886904761904762,75,45,0.0,1,6,0
JPN,2012,CSP,0,12541,326,7,5,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,SHO,0,12541,559,8,8,0.007042253521126761,0.014084507042253521,0.02112676056338028,0,0,0.0,0,0,0
JPN,2012,MPN,0,12541,72,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,CTR,0,12541,229,6,4,0.0,0.0379746835443038,0.0379746835443038,13,0,0.0,0,0,0
JPN,2012,WLF,0,12541,252,5,4,0.020833333333333332,0.020833333333333332,0.08333333333333333,0,0,0.0,0,1,0
JPN,2012,BOX,0,12541,256,3,3,0.0,0.0,0.01639344262295082,0,0,0.0,1,0,0
JPN,2012,DIV,0,12541,181,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
JPN,2012,EVE,0,12541,134,10,2,0.0,0.0,0.0,0,0,0.0,0,0,0
